supplier_Name,Contact_person,Address,Phone,Website,E-mail,supplier_Category,State
 ROBLICORP , Robert Lipton ,"2240 Woolbright Rd: Suite 315, Boynton Beach, FL, 33426",561-374-8643,robli.com,robli@msn.com,Rotating - Reciprocating,Florida
 ROC Carbon Company , Pam Carlson ,"1605 Brittmore, Houston, TX, 77043-3107",713-468-7744,roccarbon.com,ROCnPam@aol.com,Rotating - Reciprocating,Texas
 RockwellAutomation Dodge , K Thompson ,"Reliance Electric, P.O. Box 499, Greenville, SC, 29602",864-297-4800,None,kcthompson@dodge.ra.rockwell.com,Rotating - Reciprocating,South Carolina
 Roller Ketten Pvt.Ltd , Sharad Amin ,"444, GIDC, Vithal Udyognagar, Gujarat, 388121",0091-2692-36656,None,rk.bapu@gnahd.global.net.in,Rotating - Reciprocating, 
 RolligonCorporation , Scott Toler ,"6740 Hwy 30, Anderson, TX, 77830",936-873-2600,rolligon.com,stoler@rolligon.com,Rotating - Reciprocating,Texas
" Rolls-Royce EnergySystems, Inc. ", Jeff Stary ,"8303 McHard Road, 1st Floor, Houston, TX, 77053",281.436.6700,rolls-royce.com,jstary@rolls-royce.com,Rotating - Reciprocating,Texas
 Ronnie McGinnis , Ronnie McGinnis ,"13717 Far Hills Lane, Dallas, TX, 75240",972-239-6141,None,info@petropages.com,Rotating - Reciprocating,Texas
 Roper Pump Company , Mark Tippie ,"P.O. Box 269, Commerce, GA, 30529",706-335-5551,roperpumps.com,mjtippie@worldnet.att.net,Rotating - Reciprocating,Georgia
 Ross Equipment , Jerry Ross ,"70 Bertrand Ave, Toronto, Ontario, M1K 2S6",416-285-1980,skybusiness.com,sable@globalcon.com,Rotating - Reciprocating, 
 Rotan Pumps , Jan Harvest ,"2551 Eltham Avenue, Norfolk, Virginia, 23513",757-857-7041,desmiusa.com,info@desmiusa.com,Rotating - Reciprocating,Virginia
 ROTATING ELEMENTSVC TECH , Mike Siganoff ,"96 UNION AVE, EDISON, NJ, 8820",1-877-704-1069,None,,Rotating - Reciprocating,New Jersy
" Rotating EquipmentRepair, Inc. ", Rod H. Fannon ,"W248 N5550 Executive Dr., Sussex, WI, 53089",262-820-2525,rerpump.com,RERPUMPFIX@aol.com,Rotating - Reciprocating,Wisconsin
 Rotating MachineryTechnology Inc. ," John C. Nicholas, Ph.D. ","4181 Bolivar Road, Wellsville, NY, 14895",716-593-3700,None,jcn@rmt-inc.com,Rotating - Reciprocating,Newyork
 Rotek Engineering , G.N. Campbell ,"P.O. Box 40099, Cleveland, South Africa, 2022",27+011-629-4426,rotekeng.com,campbegn@rotek.eskom.co.za,Rotating - Reciprocating, 
 Roth Pump Company , Aaron Hoots ,"P.O. Box 4330, Rock Island, IL, 61204",309-787-1791,rothpump.com,rothpump@rothpump.com,Rotating - Reciprocating,Illinois
 Roto-Jet Pump , Neil Hansen ,"440 West 800 South, Salt Lake City, UT, 84101",801-359-8731,rotojet.com,pumps@envirotechslc.com,Rotating - Reciprocating, 
 Rotor-Tech , Roger Reimers ,"10696 Haddington, Suite #110, Houston, TX, 77043",713-984-8900,rotor-tech.com,rgarrett@rotor-tech.com,Rotating - Reciprocating,Texas
 Rotordynamics-SealResearch , Joseph Pelletti ,"3628 Madison Ave., Suite 20, North Highlands, CA, 95660",916-344-9500,None,info@petropages.com,Rotating - Reciprocating,California
 RowsonsTransformer PVT.LTD. , G.V. RAO ,"114 (OLD NO.86) Dr.Radhadhakrishna Road, Mylapore, Madras, Tamilnadu, 600004",044-8239175,rowsons.com,rowgvc@giasmd01.vsnl.net.in,Rotating - Reciprocating, 
" RoxTec, Inc. ", Marianne Keith ,"P.O. Box 690177, Tulsa, OK, 74169-0177",800-520-4769,roxtecinc.com,mkeith@roxtecinc.com,Rotating - Reciprocating,Oklahoma
" Royal FilterManufacturingCompany, Inc. ", Glenn R. McNatt ,"4327 South 4th Street, Chickasha, OK, 73018",405-224-0229,royalfilter.com,info@royalfilter.com,Rotating - Reciprocating,Oklahoma
 RSC EquipmentRental , Curtis Shepherd ,"8787 Highway 225, LaPorte, TX, 77571",281-228-6943,RSCrental.com,curtis.shepherd@RSCrental.com,Rotating - Reciprocating,Texas
 Ryan HercoProducts , Larry King ,"3010 North San Fernando Blvd., P.O. Box 588, Burbank, CA, 91503-0588",818-841-1141,ryanherco.com,burbanksales@ryanherco.com,Rotating - Reciprocating,California
 Ryan Sales , Customer Service ,"P.O. Box 7778, The Woodlands, TX, 77387",281-363-1106,None,ryanjp@swbell.net,Rotating - Reciprocating,Texas
 S & B Supply Inc , Larry Samek ,"6251 Corporate Drive, Houston, TX, 77036",713-778-0788,None,info@petropages.com,Rotating - Reciprocating,Texas
" S & D WorldwideEnterprises, Inc. ", Nathan Leonard ,"10605 Grant Road Ste. 206, Houston, Texas, 77070",281-897-8263,sdworldwide.com,sales@sdworldwide.com,Rotating - Reciprocating,Texas
 S & N Pump Co , Karen Draper ,"7545 Breen St, Houston, TX, 77086",281-445-2243,None,info@petropages.com,Rotating - Reciprocating,Texas
 Saladin Pump &Equipment Co Inc , John Saladin ,"6574 College St, Beaumont, TX, 77707",409-860-3442,saladinpump.com,info@petropages.com,Rotating - Reciprocating,Texas
" Salamone TurboEngineering, Inc. ", Dana Salamone ,"Seal and Bearing Division, P.O. Box 35777, Houston, TX, 77235-5777",713-666-1180,ev1.net,salamoneturbo@ev1.net,Rotating - Reciprocating,Texas
 Sales TechnologyInc. , David Gallagher ,"2911 South Shore Boulevard, Suite 170, League City, Texas, 77573",281-334-0766,stiweb.com,dgallagher@ghg.net,Rotating - Reciprocating,Texas
 SalofRefrigeration Co. , George Salof ,"5141 IH 35 South, New Braunfels, TX, 78132",830-625-1613,salof.com,sales@salof.com,Rotating - Reciprocating,Texas
 Sampling Systems , Roger Peterson ,"Drawer 567, Country Road 375, Old Ocean, TX, 77463",979-647-4421,sampling-systems.com,samplers@sampling-systems.com,Rotating - Reciprocating,Texas
 Samson Industries , Samuel Gonzalez ,"15721 Maiden Lane, Houston, TX, 77053",281-437-0958,samsonindustries.com,samuel.gonzalez@samsonindustries.com,Rotating - Reciprocating,Texas
 San DiegoStainless , Craig Costanzo ,"9358 Cabot Drive, San Diego, CA, 92126",619-653-5889,None,craig@connectnet.com,Rotating - Reciprocating,California
 Sana Inc. , Rossie O'Brien ,"4772 Reasearch Drive, San Antonio, TX, 78240",210-696-3655,sana-int.com,myr@sana-int.com,Rotating - Reciprocating,Texas
 Satindarpal RubberProducts , Satindarpal Singh ,"Bhagude Bldg-1, Nadiadwala Colony-1, Malad (W), Mumbai, MH, 400064",-8814952,bicserve.com,sprubberproducts@hotmail.com,Rotating - Reciprocating, 
 SCHENCK Balancing& DiagnosticSystems , Tarek El-Sawaf ,"535 Acorn Street, Deer Park, NY, 11729",631-242-4010,schenck-usa.com,Tarek.El-Sawaf@schenck-usa.com,Rotating - Reciprocating,Newyork
 SCHIFAUERUSA , TONY TRISTRAM ,"757 SW 9 TERRACE, POMPANO BCH, FL, 33069",954-783-0652,DIVECOMPRESSORS.COM,SCHIFAUERUSA@PRODIGY.NET,Rotating - Reciprocating,Florida
 Schunk GraphiteTechnology , Joe Heym ,"W146 N9300 Held Drive, Menomonee Falls, WI, 53051-1643",414-253-8720,None,info@schunkgraphite.com,Rotating - Reciprocating,Wisconsin
 Scotialink Ltd. , Jim Watt ,"Unit 2, Airside Business Park, Kirkhill Ind Est, Dyce, Aberdeen, Scotland, AB21 ODQ",-773260,scotialink.com,info@scotialink.com,Rotating - Reciprocating, 
" Scott ProcessSystems, Inc. ", Frank J Diener ,"1160 Sunnyside Street, Hartville, Ohio, 44632",330-877-2350,scottprocess.com,FJDiener@scottprocess.com,Rotating - Reciprocating,Ohio
" Scruggs Company,The ", Jimmy Scruggs ,"8530 Hansen Road, Houston, TX, 77075",713-649-2776,scruggsco.com,jscruggs@scruggsco.com,Rotating - Reciprocating,Texas
" Scuba AirCompressorService, Inc. ", Robert Harrison ,"14055 Proton Rd., Dallas, TX, 75244",972-661-8695,scubaircomp.com,info@scubaircomp.com,Rotating - Reciprocating,Texas
 SeaCast Inc. , Mike Robins ,"6130 31st Ave Northeast, Marysville, WA, 98271",206-767-5759,seacast.com,info@petropages.com,Rotating - Reciprocating,Washington
 Seal and BearingDivision ," Dana J. Salamone, P.E. ","P.O. Box 35777, Houston, TX, 77235-5777",713-666-1180,None,info@petropages.com,Rotating - Reciprocating,Texas
 Seal DistributionCenter , Matt J. Ney ,"16111 Park Entry Drive, #100, Houston, TX, 77041",713-856-7130,parker.com,mattney@aol.com,Rotating - Reciprocating,Texas
 Seal PacProfessionalServices Inc. , Steve Daniele ,"6201 Bayway Dr., Baytown, TX, 77520",281-424-2574,sealpac.com,info@sealpac.com,Rotating - Reciprocating,Texas
" Seal Parts &Repair Company,Inc. ", Gregory Bowles ,"1330 Sherwood Forest, Bldg. 202, Houston, TX, 77043",713-461-6634,sealparts.com,sealparts@sealparts.com,Rotating - Reciprocating,Texas
" Seal Pots, Inc. ", Dave Ewbank ,"809 E. Jackson Place, Broken Arrow, OK, 74012",918-258-6484,None,sealpots@compuserve.com,Rotating - Reciprocating,Oklahoma
" Seal Supply, Inc. ", David Thomas-Greaves ,"P.O. Box 347, Willoughby, OH, 44096",440-951-7756,sealsupply.com,dgtg@sealsupply.com,Rotating - Reciprocating,Ohio
" Seal-Tech, Inc. ", Sandra Gorski ,"14316 Walker Rd., Conroe, TX, 77302",800-519-2786,None,sealtech@aol.com,Rotating - Reciprocating,Texas
 SealFlow Corp. , Stanley Byrdak ,"136 valley view dr, Rockaway, NJ, 7866",973-586-7325,None,sealflow@mailcity.com,Rotating - Reciprocating,New Jersy
 Sealing EquipmentProducts CompanyInc. , ,"123 Airpark Industrial Rd., Alabaster,, AL, 35007",205-403-7500,sepcousa.com,info@petropages.com,Rotating - Reciprocating,Alabama
 SEC of America(Shinkawa ElectricCo) , Stanley Rogoff ,"6934 Beach Dr. SW, Ocean Isle Beach, NC, 28469",910-754-3220,sec-america.com,info@sec-america.com,Rotating - Reciprocating,North Carolina
" SeePex, Inc. div.of Edwards Mfg. ", Mike Dillon ,"511 Speedway Drive, Enon, OH, 45323",937-864-7157,seepex.com,seepex@ix.netcom.com,Rotating - Reciprocating,Ohio
 Seitz Corporation , Brian Sikorski ,"212 Industrial Lane, Torrington, CT, 6790",800-261-2011,seitzcorp.com,brians@seitzcorp.com,Rotating - Reciprocating,Connecticut
" SelectEngineering, Inc. ", Scott Hastings ,"324 S. Main, Suite 510, Tulsa, OK, 74103",918-592-1133,None,2gether@webzone.net,Rotating - Reciprocating,Oklahoma
 Sellers SalesPumps andEquipment , Mike Markum ,"P.O. Box 152, Waco, TX, 76703",254-754-5761,sellerspump.com,info@sellerspump.com,Rotating - Reciprocating,Texas
 SelltechCompressor Pump &Eng. Prod. , Steve Wylder ,"25327 W. Ave Stanford #106, Valencia, CA, 91355",661-257-6026,None,valveparts@aol.com,Rotating - Reciprocating,California
" Sensortronics, Inc ", Ted Johnson ,"677 Arrow Grand Circle, Covina, CA, 91722",818-331-0502,None,info@petropages.com,Rotating - Reciprocating,California
 SEPCOUSA , Rich Greatti ,"P.O. Box 1599, Alabaster, AL, 35124",205-403-7500,sepcousa.com,info@petropages.com,Rotating - Reciprocating,Alabama
" Serfilco, Ltd. ", Sales  ,"1777 Shermer Road, Northbrook, IL, 60062-5360",847-559-1777,serfilco.com,sales@serfilco.com,Rotating - Reciprocating,Illinois
 SermatechInternational , Judy Christman ,"1566 Medical Drive, Suite 300, Pottstown, PA, 19464",610-819-1270,sermatech.com,jchristman@sermatech.com,Rotating - Reciprocating,Pennsylvania
 SermatechTechnical Services , Bob Sutherland ,"155 South Limerick Road, Limerick, PA, 19468",800-815-4582,sermatech.com,petropages@sermatech.com,Rotating - Reciprocating,Pennsylvania
 Sertco Industries , Mike Moore ,"100 Sertco Drive, Okemah, OK, 74859",918-623-0526,sertco.com,mike@sertco.com,Rotating - Reciprocating,Oklahoma
 ServiceRefrigerationCompany , Frank Coveney ,"1208 First Street, Humble, TX, 77338",281.446.4355,comfortsystemsusa.com,fcoveney@comfortsystemusa.com,Rotating - Reciprocating,Texas
 Service Valve &Fitting , Doug Kelly ,"15864 West Hardy Rd. #710, Houston, TX, 77060",281-999-6733,servicevalve.com,info@petropages.com,Rotating - Reciprocating,Texas
" Sethco Division,Met Pro Corp ", Mark Betchaver ,"70 Arkay Drive, Hauppauge, NY, 11788",1-800-645-0500,met-pro.com,sethcosales@mindspring.com,Rotating - Reciprocating,Newyork
 SGL Carbon Group , Ron Dick ,"900 Theresia Street, Saint Mary's, PA, 15857",704-593-5130,sgl-hitco.com,ron.dick@sglcarbon.com,Rotating - Reciprocating,Pennsylvania
 SGL Technic Inc. -Karbate , Ric Clark ,"21945 Drake Road, Strongsville, OH, 44136",440-572-3600,None,info@petropages.com,Rotating - Reciprocating,Ohio
 SGS North AmericaInc. , ,"12621 Featherwood Dr., Suite 150, Houston, TX, 77034",281-484-7475,sgs.com,us_ind@sgs.com,Rotating - Reciprocating,Texas
 Shackelford-Wattner ," Mike Tevis, Shelia Powell ","5824 Waltrip Street, Houston, TX, 77087",713-644-5595,swtcb.com,swtcb@ix.netcom.com,Rotating - Reciprocating,Texas
 SHAKTI SALESCORPORATION , HATISH KHANDHAR ,"10/14 GARIBDAS STREET, RAMESH CHAMBER, 3rd FLOOR, VADGADI, MUMBAI, MAHARASHTRA, 400 003",343-7994,None,shaktisales@.bom5.vsnl.net.in,Rotating - Reciprocating,Oregon
 Shanley PumpAllweiler , Larry R. Shanley Jr. ,"2525 S. Clearbrook Drive, Arlington Heights, IL, 60005-4623",847-439-9200,shanleypump.com,info@shanleypump.com,Rotating - Reciprocating,Illinois
" Shanxi AntaiInternationalTrading Co., ", Robins Liu ,"20/F, Antai Plaza, No.440, Pingyang  Road., Taiyuan, Shanxi, 30006",0086 351 7658125,antaigroup.com,Robinsliu@163.com,Rotating - Reciprocating, 
 Shanxi WorldwideIndustries Inc. , Lifang Xing ,"Lihong Mansion, Suite 507, No. 268 Fuxi Street,, Taiyuan, Shanxi, China, 30002",0086-0351-4936929,china-windus.com,lifang@china-windus.com,Rotating - Reciprocating, 
 Shapotools , Sales Department ,"Bajsons Industrial Estate, 1st Floor, Chakala Road, Andheri (East), 400 099",-3188,vsnl.com,shapotools@vsnl.com,Rotating - Reciprocating, 
 Shaw MaintenanceInc. , Russell Landes ,"1241 Underwood Road, La Porte, TX, 77571",281-842-6464,shawgrp.com,russell.landes@shawgrp.com,Rotating - Reciprocating,Texas
 Shell CanadaLimited , John Kyle ,"P.O. Box 100, Station M, Calgary, Alberta, T2P 2H5",403-691-3389,shell.ca,info@petropages.com,Rotating - Reciprocating, 
" Shields, Harper &Co. ", Jimmy Cartmill ,"5107 Broadway, Oakland, CA, 94611-4698",510-653-9119,shieldsharper.com,jcartmill@shieldsharper.com,Rotating - Reciprocating,California
 ShriraamIndustries , Sales Department ,"13 - 14, 4th St. R.E.Nagar (West), Pouru, Chennai,, 116",-4828552,sangithaindia.com,shriraam@snagithaindia.com,Rotating - Reciprocating, 
 SIAD MacchineImpianti S.p.A. , Giuseppe Prina ,"Via Canovine, 2/4, Bergamo, Lombardia, 24126",35327611,siadmi.com,sin.smi@siadmi.com,Rotating - Reciprocating, 
 Siemag Industries , Rajesh Jangam ,"19, R.K. Industry House, Walbhat Road, Goregaon (east), Bombay, 400063",-8727117,siemag.net,siemag@vsnl.com,Rotating - Reciprocating, 
 Siemens Energy &Automation-VacuumPumps , Jim Wahl ,"4620 Forest Avenue, Cincinnati, OH, 45212",513-841-3100,siemensvpc.com,jim.wahl@sea.siemensvpc.com,Rotating - Reciprocating,Ohio
" Siemens IndustrialTurbomachinery,Inc. ", Sales ,"10730 Telge Road Houston, TX",281.856.4400,siemens.com,support.energy@siemens.com,Rotating - Reciprocating, 
 Siemens PowerCorporation , Jim Cramer ,"1040 South 70th Street, Milwaukee, WI, 53214-3103",414-475-3811,siemens.com,jim.cramer@spcf.siemens.com,Rotating - Reciprocating,Wisconsin
 Sier-Bath Gear &Screw Pumps ,  Sales ,"5430 Gulf Freeway, Houston, TX, 77023",713-928-5661,None,info@petropages.com,Rotating - Reciprocating,Texas
 Sigma EngineeringInc , Ed D'Errico ,"39 Westmoreland Ave., White Plains, NY, 10606",914-682-1820,SigmaUS.com,info@SigmaUS.com,Rotating - Reciprocating,Newyork
 Sigmia TradingInternationals.r.o. , Mnos Huryta ,"Kosmonautu 6, 772 31 Olomouc",420-68-552-4511,mcs.cz,sigmiatrad@stbk.mcs.cz,Rotating - Reciprocating, 
 Signet IndustrialRepairs (1985)Ltd. , Mike Anka ,"32963 Rosetta Ave., Mission, B.C., V2V 6X8",604-880-6004,signetelectric.com,Signet@uniserve.com,Rotating - Reciprocating, 
 SIHI Pumps , Clarissa Riddle ,"P.O. Box 7026, Indianapolis, Indiana, 46207",(317) 925-9661,sterlingsihi.com,info@petropages.com,Rotating - Reciprocating,Indiana
 Simonds MachineryCompany , Steve Hipp ,"304 Industrial Way, Brisbane, CA, 94005",800-750-4830,smc4pumps.com,pumps@pacbell.net,Rotating - Reciprocating,California
 SimplexGrinnell , Matt Gallup ,"7604 Kempwood Drive, Houston, TX, 77055",713-644-8872,simplexgrinnell.com,info@petropages.com,Rotating - Reciprocating,Texas
 SKF ConditionMonitoring , Mary Ann Ford ,"4141 Ruffin Road, San Diego, CA, 92123-1841",619-496-3404,skfcm.com,info@petropages.com,Rotating - Reciprocating,California
 SKF DynamicMonitoringAnalysis&Control, , Marcel Tielemans ,"Koxkampseweg 8k, Zaltbommel, Netherlands, 5301KK",+31 418 681801,DYMAC.net,Marcel.Tielemans@SKF.com, 
" SKF USA, Inc. ", Wendy Earle ,"1100 First Avenue, King of Prussia, PA, 19443",215-513-4734,skfusa.com,info@petropages.com,Rotating - Reciprocating,Pennsylvania
 Skinner PowerDivision , Denise Landa ,"337 West 12 Street, Erie, PA, 16501",814-459-0570,None,info@petropages.com,Rotating - Reciprocating,Pennsylvania
 Sky Power TurbineIndustries Inc. , Jose Zuniga ,"1200 Crisp Rd, Ennis, TX, 75119",972-878-5017,skypowerturbine.com,jzuniga@skypowerturbine.com,Rotating - Reciprocating,Texas
" Slade, Inc. ", Greg Raty ,"735 South Broad Street, P.O. Box 920, Mooresville, NC, 28115",704-664-4222,slade-inc.com,sales@slade-inc.com,Rotating - Reciprocating,North Carolina
 SLICKBAR ProductsCorporation , Julie Spivey ,"18 Beach St., Seymour, CT., 6483",203-888-7700,slickbar.com,info@slickbar.com,Rotating - Reciprocating, 
" SMA Systems, INc. ", Ray Vidaurri ,"10543 D Fisher Rd., Houston, TX, 77041",281.957.0048,None,info@petropages.com,Rotating - Reciprocating,Texas
 Smart Turner Pumps , Peter Sheere ,"392 Hardy Road, P.O. Box 28066, Brantford, Ontario, N3R 7X5",519-757-1746,smartturner.com,contact@smartturner.com,Rotating - Reciprocating, 
 SMC Technologies , Phil Bowersox ,"1517 Ocama Blvd., Midwest City, OK, 73110",800-727-2740,thomasregional.com,info@petropages.com,Rotating - Reciprocating,Oklahoma
 SMD Pump &Engineering India(P) Ltd. , J. S. Desai ,"96A, T.T.K. Road, Alwarpet, Chennai, 600 018",+91(0)-44-4997392,smdpump.com,nbeaoddp@goplay.com,Rotating - Reciprocating, 
" Snap-tite, Inc. ", Michael O'Keane ,"201 Titusville Road, Erie, PA, 16506",814-438-3821,snap-tite.com,michael_okeane@snap-tite.com,Rotating - Reciprocating,Pennsylvania
" SohreTurbomachinery,Inc. ", Thomas K. Sohre ,"128 Main Street, P.O. Box 1099, Monson, MA, 1057",413-267-0950,sohreturbo.com,tsohre@sohreturbo.com,Rotating - Reciprocating,Massachusetts
" Somarakis, Inc. ", Matthew R. Hildebrand ,"11614 NE Highway 99, Vancouver, WA, 98686",360-574-6722,SOMARAKIS.com,Info@SOMARAKIS.com,Rotating - Reciprocating,Washington
 Somec Corporation , Carey Hersch ,"140 Atlantic Drive, Maitland, FL, 32751",407 831-7766,someccorp.com,chersch@someccorp.com,Rotating - Reciprocating,Florida
 Sonic Corp. , Kurt Limbacher ,"1 Research Drive, Stratford, CT, 6615",203-375-0063,SonicMixing.com,Kurt.Limbacher@SonicMixing.com,Rotating - Reciprocating,Connecticut
 Sooner Pipe , Roger Nieman ,"Four Houston Center, Ste. 970, 1331 Lamar Street, Houston, TX, 77010",713-759-1200,soonerpipe.com,roger_nieman@soonerpipe.com,Rotating - Reciprocating,Texas
 Source NorthAmericaCorporation , Sales  ,"1645 East Carboy Road, Arlington Heights, IL, 60005",800-621-5524,sourcena.com,sales@sourcena.com,Rotating - Reciprocating,Illinois
" South CoastIndustries, Inc. ", Tony T. Fuentes ,"211 Blue Bell, Houston, TX, 77037",281-591-1103,None,info@petropages.com,Rotating - Reciprocating,Texas
" South-TexTreaters, Inc. ", Rich Sites ,"13405 Hwy 191, Odessa, TX, 79701",915-563-2766,southtex.com,rich@southtex.com,Rotating - Reciprocating,Texas
 SoutheastTechnologyCorporation , Ken Brisk ,"P.O. Box 12736, New Bern, NC, 28561",800-593-4169,uhmwguards.com,uniguard@pamlico.net,Rotating - Reciprocating,North Carolina
 Southern EquipmentLLC , Daniel Rodriguez ,"2121 San Francisco, San Antonio, Texas, 78201",210-737-1501,None,drodriguez47@satx.rr.com,Rotating - Reciprocating,Texas
" SouthernMechanical Seals,Inc. ", Barry Werner ,"2324 SW 60th Terrace, Miramar, FL, 33023",800-330-6085,None,SFTSPRNGR@AOL.COM,Rotating - Reciprocating,Florida
 SouthwestRefrigerationSystems , Ram Bhambani ,"P O Box 40368, Houston, TX, 77240-0368",713-932-1991,None,info@petropages.com,Rotating - Reciprocating,Texas
 Southwest ResearchInstitute , Robert McKee ,"6220 Culebra Rd, P.O. Drawer 28510, San Antonio, TX, 78238",210-522-3000,swri.org,rmckee@swri.org,Rotating - Reciprocating,Texas
 Southwest UnitedIndustries , Jim Emery ,"422 S. St. Louis Ave., Tulsa, OK, 74120",918-587-4161,swunited.com,jmemery@swunited.com,Rotating - Reciprocating,Oklahoma
