supplier_Name,Contact_person,Address,Phone,Website,E-mail,supplier_Category,
 Polymer SealingSolutions , Bobby Drackett ,"10801 Hammerly Suite 246, Houston, TX, 77043",713-461-3495,polymersealing.com,bdrackett@polymersealing.com,Valves,
" Posi-Flate, Inc ", Carol Steele ,"1125 Willow Lake Blvd, St. Paul, MN, 55110",651-484-5800,posiflate.com,info@poaiflate.com,Valves,
 Postle Industries , John Postle ,"P.O. Box 42037, Cleveland, OH, 44142",216-265-9000,postle.com,sparky@postle.com,Valves,
" Power & Pumps,Inc. ", April Perkins ,"803 North Myrtle Avenue, Jacksonville, FL, 32204",904-356-5881,powerandpumps.com,aperkins@powerandpumps.com,Valves,
 Power Services Co , Carroll Hurst ,"P O Box 1793, Henderson, TX, 75653",903-854-2906,None,info@petropages.com,Valves,
 Power ValvesInternational , Julian Cullip ,"Unit 9b Hartham Lane Industrial Estate, Hertford, Herts, SG14 1QN",+44 1992 538022,powervalvesinternational.com,power.valves@virgin.net,Valves,
 PPC MechanicalSeals , Todd Chapman ,"2769 Mission Drive, P.O. Box 52915, Baton Rouge, LA, 70892-2915",504-356-4333,None,info@petropages.com,Valves,
" PR Valves, LLC ", Phil Runger ,"1313 Missouri, South Houston, TX, 77587",713-947-8044,prvalves.com,prvalves@netscape.com,Valves,
" Praxair SurfaceTechnologies, Inc ", John Burwell ,"9200 Telephone Road, Houston, TX, 77075",713-991-8705,praxair.com,john_burwell@praxair.com,Valves,
 PrecisionExpansion BellowsIndustries , Niteen Bhosle ,"Survey # 335/3, Udyambag, Belgaum, Karnataka, 590008",0091-831-441066,pebiflex.com,pebiflex@pn3.vsnl.net.in,Valves,
 Precision FlowIncorporated , Clyde Shugart ,"P.O. Box 7137, Odessa, TX, 79760",432-381-5131,precisionflowinc.com,clydes@precisionflowinc.com,Valves,
 Precision ValveProducts , Melissa Logan ,"P.O. Box 1171, Fairhope, AL, 36533-1171",334-990-6789,precisionvalves.com,valvesales@precisionibc.com,Valves,
 Preco Turbine &Compressor Srvc.Inc. , Jenifer McConahey ,"17619 Aldine Westfield Rd., Houston, TX, 77073",281-821-9620,preco-turbine.com,salesdir@preco-turbine.com,Valves,
 Pressure ProductsIndustries Inc , Michael Walsh ,"10707 Corporate Dr #100, Stafford, TX, 77477",281-240-3777,ppi.com,info@petropages.com,Valves,
 Primary FlowSignal - Canada &U.S. , John Luchak ,"4015-97 Street, P.O. Box 408, Edmonton, AB, T6E 5C6",780-440-0109,primaryflow.com,sean@primaryflowsignal.com,Valves,
 Primary FlowSignal Inc. , Dezi Halmi ,"81 Bleachery Court, Warwick, RI, 2886",877-737-3569,primaryflowsignal.com,dezi@primaryflowsignal.com,Valves,
 Prime Ind. ValvesMfg. Co. , M. Habib ,"2312, Habib Manzil, Kadia Kui, Relef Road, Ahmedabad, Gujarat, 380001",2121360,mygujarat.com,Prime@ad1.vsnl.in,Valves,
" PrimeCast, Inc. ", Jim Dahl ,"429 Gardner Street, Soutn Beloit, IL, 61080",815-389-7300,None,pcipres@inwave.net,Valves,
" Primore,Inc. ", Bob Curley ,"2300 West Beecher Road, Adrian, MI, 49221",517-265-6168,None,rcurle@tc3net.com,Valves,
 Pro-Quip/letlow &Associates , Edward Letlow ,"P O Box 580, Fulshear, TX, 77441",281-346-2828,None,info@petropages.com,Valves,
 Process EquipmentCompany , Chris Woodbury ,"8141 E. Kaiser Blvd. Ste. 205, Anaheim, CA, 92808",714-685-9750,processequipmentco.com,info@processequipmentco.com,Valves,
" ProcessInnovations, Inc. ", Edward Bragg ,"35 Gaylord Street, Auburn, New York, 13021",315-252-7037,piiny.com,sales@piiny.com,Valves,
 Process ProductsInc. , Tex Toomey ,"P.O. Box1724, 227 North 8th St, LaPorte, TX, 77572",281-470-2650,None,info@petropages.com,Valves,
 Process ResourcesInc , Richard Trout ,"P O Box 1387, Sugarland, TX, 77487-1387",281-240-0955,None,info@petropages.com,Valves,
 ProgressiveSpecialty ProductsInc , Ted Caffarel ,"808 Memorial Hwy Ste 106b, Nederland, TX, 77627",409-727-7363,None,info@petropages.com,Valves,
" Prologic Group,Inc. ", Guno Ritfeld ,"8093 NW 67th Street, Miami, FL, 33166",305-629-9930,None,gurit@aol.com,Valves,
 ProtectosealCompany , Arnie Fox ,"225 West Foster Drive, Bensenville, IL, 60106",800-323-2268,protectoseal.com,arnief@protectoseal.com,Valves,
 Provacon , Allan Clapp ,"1001 West H Street, Laporte, TX, 77571",281-471-8500,None,info@petropages.com,Valves,
 Pruitt Tool andSupply , Alan Pruitt ,"3200 South Zero, Fort Smith, AR, 72706",501-646-1641,pruitttool.com,abpruitt@pruitttool.com,Valves,
" Puffer Sweiven,Inc ", Chris Gross ,"903 Highway 146 South, LaPorte, TX, 77571",281-470-2000,None,CGross01@puffer.com,Valves,
 Puget Sound Pipeand Supply , Andy Lewis ,"7816 South 202 St., Kent, WA, 98032",253-796-9350,pugetpipe.com,alewis@pspipe.com,Valves,
 Qualfab Ltd. , Jon Bull ,"Granada Trading Estate, Park Stree, West Midlands,, U.K., B69 4JY",+44(0)121-5411901,co.uk,johnbull@qualfab.co.uk,Valves,
 QuescoTurbomachineryServices , Michael Quintanilla ,"418 Clifton St., Houston, TX, 77011",713-926-5840,None,michaelq@quescoturbo.com,Valves,
 Quest-TecSolutions , Rhett Baker ,"13960 South Wayside, Houston, TX, 77048",281-240-0440,questtecsolutions.com,rhett.baker@QuestTecSolutions.com,Valves,
 R&M, Energy Systems- Unit of Robbins , ,"363 N. Sam Houston Parkway E., Suite 950, Houston, TX, 77060-2413",281-765-4700,rmenergy.com,info@rmenergy.com,Valves
 R.B. Mosher Co. , Byron Mosher ,"5902 FM 517, San Leon, TX, 77565",281-339-3382,rbmosherco.com,byron@rbmosherco.com,Valves,
" R.V. GildersleeveCo., Inc. ", Lynn Gildersleeve ,"P.O. Box 66203, Baton Rouge, LA, 708966",225-923-0710,None,rvgco@intersurf.com,Valves,
 Raco IndustrialProducts Inc , Ray Lingo ,"P O Box 40412, Houston, TX, 77240",713-939-1871,None,info@petropages.com,Valves,
 Rainey EngineeringInc , Steve Flynn ,"7110 Brittmoore, Suite 350, Houston, TX, 77041",832-448-2400,raineyeng.com,sales@raineyeng.com,Valves,
 RamallahEngineering &Chemical Est. , Suheil Hanania ,"P.O. Box 925 682, Amman, Jordan, 11110",-65517294,None,RAMALLAH@GO.COM.JO,Valves,
 Ramco AcidDetecting Paints , Kevin Nee ,"365 Carnegie Ave., Kenilworth, NJ, 7033",908-245-4500,ramco-safetyshields.com,info@ramco-safetyshields.com,Valves,
 Ransal India PvtLtd , Rajiv Chawla ,"3E, Everest House, 46/C, Chowringhee Road., Calcutta, West Bengal, 700071",-2886945,ransal.com,ransal@vsnl.com,Valves,
 RAPID CONTROLSPVT. LTD. , NARINDER RIYAT ,"B-47 ,PHASE -1 , MAYA PURI  INDUSTRIAL AREA, NEW DELHI, New Delhi, 110064",5131185,None,RAPID@DEL3.VSNL.NET.IN,Valves,
" RauschertIndustries, Inc. ", Fred Luhrs ,"351 Industrial Park Road, Madisonville, Tennessee, 37354",423-442-4471,rauschertus.com,rtc@rauschertus.com,Valves,
 Rawson & Co Inc , Brenda Turner ,"2010 McAllister, Houston, TX, 77092",713-684-1400,rawsonlp.com,info@petropages.com,Valves,
 Red Man Pipe andSupply Company , Terry Saint ,"8023 East 63rd Place,  Suite 800, Tulsa, OK, 74133",918-461-5365,mcjunkinredman.com,terry.saint@mcjunkinredman.com,Valves,
" Red Valve Company,Inc. ", David Schneider ,"700 North Bell Ave., Carnegie, PA, 15106-0548",412-279-0044,redvalve.com,valves@redvalve.com,Valves,
" Rencor Controls,Incorporated ", Pat Herlihy ,"3 Sullivan Parkway, Fort Edward, NY, 12828",518-747-4171,rencor.com,pat@rencor.com,Valves,
 REOTEMP InstrumentCorporation , Mark Leonelli ,"10656 Roselle Street, San Diego, CA, 92121",858-784-0710,reotemp.com,MLeonelli@reotemp.com,Valves,
 Republic ValveService Inc , Diane Bardwell ,"305 Allendale Drive, Port Allen, LA, 70767",800-366-0681,None,info@petropages.com,Valves,
" RF Technologies,Inc. ", Eric Feldmann ,"8265-I Patuxent Range Rd., Baltimore, MD, 20794",410-792-7290,rfvalve.com,mail@rfvalve.com,Valves,
" Richard L Jones,Inc. ", Dick Jones ,"12919 S.W.Freeway Ste. 140, Houston, TX, 77477",281-240-4500,rljonesinc.com,sales@rljonesinc.com,Valves,
 RichardsIndustries , Kendal McMurray ,"3170 Wasson Road, Cincinnati, OH, 45209",513-533-5600,richardsind.com,mzody@richardsind.com,Valves,
 RigFloorEnterprises , Abdul Mian ,"1755 Robson St. # 545, Vancouver, BC, V6G 3B7",604-683-4402,rigfloor.com,benice@rigfloor.com,Valves,
 Riley & Company , Gerson Velez ,"747 Fleet Financial Court, Longwoood, Florida, 32750",407-265-9963,rileyandco.com,g.velez@rileyandco.com,Valves,
 Riley Corp , Wayne Riley ,"1060 Witte Rd, Houston, TX, 77055",713-464-7446,None,info@petropages.com,Valves,
 Robert H Wager CoInc , Nathan Coarsey ,"4946 Tufts Road, Mobile, AL, 36619",800-422-0453,None,info@petropages.com,Valves,
 Rodesa Inc. , T de Meillac ,"2855 SW 39 Avenue, Coral Gables, Florida, 33134",305-445-4590,None,RodesaInc@aol.com,Valves,
 Ross Equipment , Jerry Ross ,"70 Bertrand Ave, Toronto, Ontario, M1K 2S6",416-285-1980,skybusiness.com,sable@globalcon.com,Valves,
 RoyalInternational Pipe& Supply , Dave Ranson ,"P O Box 219, Deer Park, TX, 77536",281-476-5221,None,info@petropages.com,Valves,
 Rupture PinTechnology Inc. , Eddie Loomis ,"8230 S. W. 8th St., Oklahoma City, OK, 73128",405-789-1884,rupturepin.com,eddie@rupturepin.com,Valves,
" Rushas Engg Co.,Ltd. ", Mr. Satish Salvekar ,"B-6 MIDC Ahmednagar, Ahmednagar, Maharashtra, 414111",241777380,None,rushas@bom5.vsnl.net.in,Valves,
 Ryan HercoProducts , Larry King ,"3010 North San Fernando Blvd., P.O. Box 588, Burbank, CA, 91503-0588",818-841-1141,ryanherco.com,burbanksales@ryanherco.com,Valves,
 Safety SystemsTechnology (NV)Inc. , Werner C. Habel ,"23121 Antonio Prkwy #145, Rancho Santa Margarita, CA, 92688",949-766-9148,safetysys.com,support@safetysys.com,Valves,
 Saladin Pump &Equipment Co Inc , John Saladin ,"6574 College St, Beaumont, TX, 77707",409-860-3442,saladinpump.com,info@petropages.com,Valves,
 Salina VortexCorporation , Kevin Peterson ,"3024 Arnold Avenue, Salina, KS, 67401-8105",785-825-7177,salinavortex.com,vortex@salinavortex.com,Valves,
 Samson ControlsInc. , Carl P. Hyltin ,"4111 Cedar Boulevard, Baytown, TX, 77520",281-383-3677,insync.net,samsonus@insync.net,Valves,
 Samson Industries , Samuel Gonzalez ,"15721 Maiden Lane, Houston, TX, 77053",281-437-0958,samsonindustries.com,samuel.gonzalez@samsonindustries.com,Valves,
 Sana Inc. , Rossie O'Brien ,"4772 Reasearch Drive, San Antonio, TX, 78240",210-696-3655,sana-int.com,myr@sana-int.com,Valves,
" Saunders Valves,Inc. ",  Sales ,"10525 Kinghurst, Houston, TX, 77099",281-561-0900,None,info@petropages.com,Valves,
 Scallon ControlsInc , Ron Berte ,"2455 W Cardinal Dr, Beaumont, TX, 77705",409-842-5950,None,info@petropages.com,Valves,
 SCHROEDAHL-ARAPP , ,"Schoenenbacher Str.4, D-51580 Reichshof- Mittelagger, Germany",49.0. 2265.99270,schroedahl.com,info@schroedahl.de,Valves,
 Schuf ,  Sales ,"2830 Needham Drive, Baton Rouge, LA, 70814",504-927-0661,None,info@petropages.com,Valves,
 Schunk GraphiteTechnology , Joe Heym ,"W146 N9300 Held Drive, Menomonee Falls, WI, 53051-1643",414-253-8720,None,info@schunkgraphite.com,Valves,
" Scruggs Company,The ", Jimmy Scruggs ,"8530 Hansen Road, Houston, TX, 77075",713-649-2776,scruggsco.com,jscruggs@scruggsco.com,Valves,
 Sea Side SupplyInc , Jim Snell ,"1225 Jefferson Drive, Port Arthur, TX, 77642",409-982-9411,None,info@petropages.com,Valves,
 SEAL PRO INC. , ED KERLEY ,"8331  ANDREWS HWY., ODESSA, TEXAS, 79765",1800688-SEAL(7325,"WWW.ALLSEALS,COM",info@petropages.com,Valves,
" Seal-Tech, Inc. ", Sandra Gorski ,"14316 Walker Rd., Conroe, TX, 77302",800-519-2786,None,sealtech@aol.com,Valves,
 SelltechCompressor Pump &Eng. Prod. , Steve Wylder ,"25327 W. Ave Stanford #106, Valencia, CA, 91355",661-257-6026,None,valveparts@aol.com,Valves,
" Serfilco, Ltd. ", Sales  ,"1777 Shermer Road, Northbrook, IL, 60062-5360",847-559-1777,serfilco.com,sales@serfilco.com,Valves,
 Service Valve &Fitting , Doug Kelly ,"15864 West Hardy Rd. #710, Houston, TX, 77060",281-999-6733,servicevalve.com,info@petropages.com,Valves,
" SF Equipment, Inc. ", John l. Wordsworth ,"P.O. Box 321, Buffalo, NY, 14151-0321",800-263-8251,sfequipment.com,sfequip@ican.net,Valves,
 Shell CanadaLimited , John Kyle ,"P.O. Box 100, Station M, Calgary, Alberta, T2P 2H5",403-691-3389,shell.ca,info@petropages.com,Valves,
" Shields, Harper &Co. ", Jimmy Cartmill ,"5107 Broadway, Oakland, CA, 94611-4698",510-653-9119,shieldsharper.com,jcartmill@shieldsharper.com,Valves,
 SHINYO-SEIKI INDMKT (M) SDN BHD , Mr. Te Peng Seng  ,"32, Jalan Molek Satu/9,, Taman Molek, Johor Bahru, Johor, 81100",607-355-13000,None,shinyo@tm.net.my,Valves,
 Shiokawa JyutekkoCo. LTD , Carlos Rodriguez ,"197 Kojya  Shiokawa Bldg 3F, Okinawa City, Okinawa Prefect, 904-2161",+81-98-938-3338 /,None,sjc@momo2000.com,Valves,
" Shipyard Supply,Inc. ", Jeff Wickersham ,"225 North Meadow Street, Metairie, LA, 70003",504-737-6200,shipyardsupplyinc.com,jpwick@bellsouth.net,Valves,
 Siemag Industries , Rajesh Jangam ,"19, R.K. Industry House, Walbhat Road, Goregaon (east), Bombay, 400063",-8727117,siemag.net,siemag@vsnl.com,Valves,
 Sigma Valves , Derek L. Spencer ,"1681 S. Broadway, Carrollton, TX, 75006",972-446-8250,sigma-valves.com,dspencer@sigma-valves.com,Valves,
 Sigmia TradingInternationals.r.o. , Mnos Huryta ,"Kosmonautu 6, 772 31 Olomouc",420-68-552-4511,mcs.cz,sigmiatrad@stbk.mcs.cz,Valves,
" SIVCO ""SouthernInstruments &Valve Co."" ", Frank Moffit ,"221 34th Street, Texas City, Texas, 77590-8046",409-945-6381,sivcotx.com,sivco@worldnet.att.com,Valves,
" Slade, Inc. ", Greg Raty ,"735 South Broad Street, P.O. Box 920, Mooresville, NC, 28115",704-664-4222,slade-inc.com,sales@slade-inc.com,Valves,
 Sloan BrothersCompany , Walter Sloan ,"P.O. Box 378, 204 Pennsylvania Avenue, Oakmont, PA, 15139",800-722-0250,sbco.com,wrs@sbco.com,Valves,
 SMS Of Texas , Penny Zuniga ,"1535 Mooney Road, Houston, TX, 77093-1894",281-987-0550,None,info@petropages.com,Valves,
 SMS-TORKIndustrial ControlValves Co. , KAYA ENVER ,"SERIFALI,DIVAN SK.NO:50 Y.DUDULLU, ISTANBUL, UMRANIYE, 81260",00-90-216-4156540,com.tr,info@sms-tork.com.tr,Valves,
" Snap-tite, Inc. ", Michael O'Keane ,"201 Titusville Road, Erie, PA, 16506",814-438-3821,snap-tite.com,michael_okeane@snap-tite.com,Valves,
 SOCLEMA , Claude Bohn ,"94B Av. du 8 mai 1945, 13240 Septemes les Vallons, France, 13240",-6552123,soclema.com,sweep@soclema.com,Valves,
 SOLENT & PRATT C/O IFCINCORPORATE , DICK DALTON ,"1611 PEACH LEAF, HOUSTON, TX, 77039",281-449-8300,None,info@petropages.com,Valves,
 SolonManufacturing Co. , Fran Pugliese ,"425 Center Street, Chardon, OH, 44024-0207",216-286-7149,solonmfg.com,info@petropages.com,Valves,
 Sooner Pipe , Roger Nieman ,"Four Houston Center, Ste. 970, 1331 Lamar Street, Houston, TX, 77010",713-759-1200,soonerpipe.com,roger_nieman@soonerpipe.com,Valves,
 Source NorthAmericaCorporation , Sales  ,"1645 East Carboy Road, Arlington Heights, IL, 60005",800-621-5524,sourcena.com,sales@sourcena.com,Valves,
 South Coast SupplyCo. , Lou Eilers ,"1325 Silber Rd., Houston, TX, 77055",713-688-7721,None,info@petropages.com,Valves,
 Southern EquipmentLLC , Daniel Rodriguez ,"2121 San Francisco, San Antonio, Texas, 78201",210-737-1501,None,drodriguez47@satx.rr.com,Valves,
 Southern ValveService , Charlotte Khoury ,"1960 Hwy 288 B, Richwood, TX, 77531",979-265-5332,None,info@petropages.com,Valves,
 Southern ValveService , Charlotte Khoury ,"1960 Hwy 288 B, Richwood, TX, 77531",979-265-5332,None,info@petropages.com,Valves,
 SouthwestIndustrialConcepts , Jo Salvie ,"P O Box 640, Deer Park, TX, 77536",281-930-9355,None,info@petropages.com,Valves,
 Southwest Pipe &Supply , Marc Massey ,"5205 Elliott Reeder Road, Fort Worth, TX, 76117",817-831-3821`,southwestpipe.com,marcm@southwestpipe.com,Valves,
 SouthwestRefrigerationSystems , Ram Bhambani ,"P O Box 40368, Houston, TX, 77240-0368",713-932-1991,None,info@petropages.com,Valves,
 SouthwestStainless & Alloy , ,"8505 Monroe, Houston, TX, 77061",713-943-3790,hdsupplyinc.com,info@petropages.com,Valves,
 SouthwesternControls , Customer Service ,"6720 Sands Point, Suite 201, Houston, Texas, 77074",713-777-2626,swcontrols.com,cryoung@swcontrols.com,Valves,
 Sowell &Associates , Rob Sowell ,"9301 Southwest Frw #250, Houston, TX, 77074",713-771-2642,None,info@petropages.com,Valves,
" Speciality Valves,S.A. de C.V. ", Felipe Ruiz de Chvez ,"Industria Textil No. 7 Parque Industrial, Naucalpan, Edo. de Mxico, 53489",525-300-0298,com.mx,frchavez@xanik.com.mx,Valves,
" SPECS, Inc ", Jay Troell ,"7151 Office City Drive, Suite 127, Houston, TX, 77087",713-645-1600,None,specs@net1.net,Valves,
 Speed Valve &Specialty Co , Mike Speed ,"7220 Eastex Freeway, Beaumont, TX, 77708",409-899-3633,None,info@petropages.com,Valves,
" Spence EngineeringCompany, Inc. ", Matthew Mullen ,"150 Coldenham Road, Walden, NY, 12586",800-398-2493,spenceengineering.com,sales@spenceengineering.com,Valves,
 Spirax Sarco Inc. , Neil Davies ,"1150 Northpoint Blvd, Blythewood,, SC, 29016",800-714-2142,spiraxsarco.com,ndavies@spirax.com,Valves,
 St Mary's CarbonCompany , Dean Gerber ,"1939 State Street, St Mary's, PA, 15857",814-781-7333,stmaryscarbon.com,info@petropages.com,Valves,
 St. Louis Pipe andSupply , Gary Walshauser ,"16321 Westwood Business Park, Ellisville, MO, 63021",636-391-2500,stlpipesupply.com,stlpipe@primary.net,Valves,
" StainlessSpecialties, Inc. "," Robert, Brenda or Cindy ","5 Greenway Plaza, Suite 1775, Houston, TX, 77046",713-840-0444,stainlessspec.com,ssi@stainlessspec.com,Valves,
 Standard Supply &Hardware Co Inc , Leon E Brisbin ,"P O Box 1090, Lake Charles, LA, 70602-1090",318-433-8586,None,info@petropages.com,Valves,
" Starfire Systems,Inc. ", Paul Palaszewski ,"877 25th Street, Watervliet, NY, 12189",518-276-2112,starfiresystems.com,misterp62@aol.com,Valves,
 Steamsolutions-Allied Speciaties , John Conley ,"2900 Cole Court, Norcross, GA, 30071",770-447-0400,steamsolutions.com,sliu@steamsolutions.com,Valves,
 Stearns Corp , Jerry Christopher ,"8399 Westview, Houston, TX, 77055",713-461-1571,vici.com,stearns-corp@juno.com,Valves,
 Stevens IndustrialEquipment , Dennis Stevens ,"5190  North Moreland Ave., Norridge, IL, 60706",(708) 457-2251,siesurplus.com,Dennis@siesurplus.com,Valves,
 STOCKHAM VALVES &FITTINGS , SALES DEPT. ,"5900 CLINTON, HOUSTON, TX, 77020",713-675-6661,None,info@petropages.com,Valves,
" Stockton ValveProducts, Inc. ", Eric Culberson ,"5115 Ashbrook, Houston, TX, 77081",713-664-2918,stocktonvalve.com,sales@stocktonvalve.com,Valves,
" Strahman Valves,Inc. ", Cora Strahman ,"3 Vreeland Road, Florham Park, NJ, 7932",973-377-4900,None,strahman@sprynet.com,Valves,
 Straval Inc , Ed Simin ,"21 Columbus Ave., Garfield, NJ, 7026",973-340-9258,straval.com,info@straval.com,Valves,
" SUFA DA ValveCo.,Ltd. (Suzhou,China) ", Lu Cheng ,"No.501, Zhujiang Rd., SND, Suzhou, Jiangsu, 215011",+86-512 661 6638,sufada.com,lucheng@sufada.com,Valves,
" Sullivan & Sons,Inc. ", Michael Sullivan ,"450 Covington Rd., Haughton, LA, 71037",318-949-1591,sullivanandsonsinc.com,msulli4671@aol.com,Valves,
 SumitecInternational Inc. , Rajeev Kapoor ,"625 W. Madison Street, # 2708, Chicago, IL, 60661",312-902-2039,sumitec.com,sales@sumitec.com,Valves,
 Summit Supply Co. , Scott Lindsay ,"1026 Courtesy, Houston, TX, 77032",281-987-9750,None,info@petropages.com,Valves,
 Sun Continental(Calif.) Inc. , Margaret A. Peng ,"600 Peralta Hills Dr., Anaheim, CA, 92807",281.957.0048,None,suncontinental@msn.com,Valves,
 Sunbelt Supply Co. , Larry Feld ,"P O Box 85, Houston, TX, 77001",713-672-2222,None,info@petropages.com,Valves,
 Sunrise ExportsInternational , M.S. Sethi ,"10, Chandragupta, Link Road, Andheri, Mumbai, Maharashtra, 400058",-6328466,sunriseexports.net,mail@sunriseexports.net,Valves,
 Super ScientificWorks (P) Ltd. , Himanshu Parikh ,"E-70/71, Sardar Estate, Ajwa Road, Baroda, Gujarat, 390019",-512262,superscientific.com,sales@superscientific.com,Valves,
" Super TechnologyDevelopmentCo.,Ltd ", Johnson Lu ,"Room B,C Floor No.16, Chang Ning Road 855, Shanghai, ChangNing, 200050",086-021-58463958,None,luzhiguk@online.sh.cn,Valves,
 Supreme FluidControls (Pvt)Ltd. , M. Iyyappan ,"No. 167 Manickam Pillai Street, (Near Ambatture Industrial Estate) Mannurpet, Chennai, Tamil Nadu,, 600 050",-6357437,None,supremfluid@yahoo.com,Valves,
" Swaco, Division ofM-I DrillingFluids ", Sonny Espey ,"P.O. Box 42842, Houston, TX, 77242",713-308-9498,midf.com,info@petropages.com,Valves,
 SWAGO INDUSTRIALENTERPRISE , ANDREW ROYSTON PEREIRA ,"3-1A, JALAN PJS 10/4, TAMAN SUBANG INDAH, PETALING JAYA, SELANGOR, 46000",6-03-5621 0335,None,roystan@pc.jaring.my,Valves,
" Swanstrom Systems,Inc. ", Gene More ,"5635 Northwest Central Dr,Suite 103, Houston, TX, 77092",713-856-6998,swanstrom.com,gene@swanstrom.com,Valves,
 Taizhou SifangMetal Products , Shi Xiaojin ,"63 Dongcheng Rd Chengguan, Yuhuan, Zhejiang, 317600",0086-576-7445002,None,valve@mail.tzptt.zj.cn,Valves,
 TapcoEnproInternational , Lee Treichel ,"16315 Market Street, Channelview, TX, 77530",281- 247-8100,tapcoenpro.com,ltreichel@curtisswright.com,Valves,
 TASMEH NAGHALEHTEHRAN Co. , Hossain Ganjouei ,"No.11, Pezeshkan Sevom Bldg., Semiyari Alley, Shariati Ave., Tehran, Tehran, 19316",-197,None,tasmeh@nedaa.net,Valves,
 Team IndustrialServices , Kurt Hand ,"200 Hermann Dr., Alvin, TX, 77511",281-331-6154,teamindustrialservices.com,contact@teamindustrialservices.com,Valves,
